,Company,TypeName,Inches,ScreenResolution,Ram,Gpu,OpSys,Price,Memory1,Memory2,Processor
546,Lenovo,Notebook,14.0,Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,41824.8,500GB HDD,No additional storage,Intel Core i5
547,Lenovo,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 520,No OS,24634.008,1TB HDD,No additional storage,Intel Core i5
548,HP,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 520,Windows 10,21152.16,500GB HDD,No additional storage,Intel Core i3
549,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,92121.12,512GB SSD,No additional storage,Intel Core i7
550,Lenovo,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 520,Windows 10,26586.72,128GB SSD,No additional storage,Intel Core i3
551,Dell,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,59513.2272,256GB SSD,No additional storage,Intel Core i5
552,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce GTX 1070,Windows 10,143802.72,256GB SSD,1TB HDD,Intel Core i7
553,HP,Notebook,17.3,1600x900,8.0,Intel HD Graphics 520,Windows 10,28992.312,1TB HDD,No additional storage,Intel Core i3
554,HP,Notebook,17.3,Full HD 1920x1080,8.0,Nvidia GeForce 930MX,Windows 10,68198.4,1TB HDD,No additional storage,Intel Core i7
555,Asus,Notebook,15.6,1366x768,4.0,Intel HD Graphics 500,Linux,11934.72,500GB HDD,No additional storage,Intel Celeron
556,Mediacom,Notebook,13.3,IPS Panel Full HD 1920x1080,4.0,Intel HD Graphics,Windows 10,13586.4,32GB Flash Storage,No additional storage,Intel Atom
557,Lenovo,Notebook,17.3,1600x900,6.0,Nvidia GeForce 940MX,Windows 10,50562.72,128GB SSD,1TB HDD,Intel Core i7
558,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,6.0,AMD Radeon 530,Windows 10,30310.992,128GB SSD,No additional storage,AMD A10-Series
559,Dell,Notebook,15.6,1366x768,4.0,AMD Radeon R5 M420,Windows 10,32921.712,1TB HDD,No additional storage,Intel Core i3
560,Acer,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,4.0,Intel HD Graphics 500,Windows 10,18594.72,32GB Flash Storage,No additional storage,Intel Celeron
561,Lenovo,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,33566.4,128GB SSD,No additional storage,Intel Core i3
562,HP,Ultrabook,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,16.0,Intel HD Graphics 515,Windows 10,104695.2,512GB SSD,No additional storage,Intel Core M
563,Lenovo,Notebook,17.3,IPS Panel Full HD 1920x1080,8.0,Nvidia Quadro M620M,Windows 10,159786.72,256GB SSD,No additional storage,Intel Core i7
564,Asus,Notebook,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,44701.92,128GB SSD,1TB HDD,Intel Core i5
565,Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,8.0,Intel UHD Graphics 620,Windows 10,85194.72,128GB SSD,No additional storage,Intel Core i5
566,Dell,Notebook,15.6,1366x768,4.0,Intel HD Graphics 620,Windows 10,51095.52,500GB HDD,No additional storage,Intel Core i5
568,Lenovo,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 505,Windows 10,18328.32,500GB HDD,No additional storage,Intel Pentium
569,Lenovo,Notebook,14.0,1366x768,4.0,Intel HD Graphics 620,Windows 10,52747.2,500GB HDD,No additional storage,Intel Core i5
570,HP,Workstation,17.3,1600x900,8.0,Nvidia Quadro M1200,Windows 10,99153.5472,500GB HDD,No additional storage,Intel Core i5
571,HP,Notebook,14.0,1366x768,8.0,Intel HD Graphics 405,Windows 10,20725.92,2TB HDD,No additional storage,Intel Pentium
572,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,6.0,AMD Radeon 530,Windows 10,34578.72,256GB SSD,No additional storage,AMD A9-Series
573,Lenovo,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,44222.4,256GB SSD,No additional storage,Intel Core i5
574,Lenovo,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,36496.8,500GB HDD,No additional storage,Intel Core i5
575,Mediacom,Notebook,14.0,Full HD 1920x1080,4.0,Intel HD Graphics,Windows 10,13266.72,32GB SSD,No additional storage,Intel Atom
576,Toshiba,Ultrabook,14.0,Full HD / Touchscreen 1920x1080,16.0,Intel HD Graphics 620,Windows 10,99367.2,512GB SSD,No additional storage,Intel Core i7
577,Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,32.0,Nvidia GeForce GTX 1070,Windows 10,141884.64,256GB SSD,1TB HDD,Intel Core i7
578,MSI,Gaming,17.3,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1070,Windows 10,145401.12,512GB SSD,1TB HDD,Intel Core i7
579,Dell,Notebook,15.6,Full HD 1920x1080,8.0,AMD Radeon R5 M430,Linux,39907.2528,256GB SSD,No additional storage,Intel Core i7
580,Mediacom,Notebook,14.0,IPS Panel Full HD 1920x1080,4.0,Intel HD Graphics 500,Windows 10,20725.92,32GB SSD,No additional storage,Intel Celeron
581,Dell,Notebook,15.6,1366x768,8.0,Intel HD Graphics 620,Windows 10,53733.9456,500GB HDD,No additional storage,Intel Core i5
582,HP,Notebook,13.3,Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,38308.32,128GB SSD,No additional storage,Intel Core i3
583,Dell,Notebook,15.6,Full HD 1920x1080,16.0,Nvidia GeForce 930MX,Windows 10,81912.1392,256GB SSD,No additional storage,Intel Core i7
584,Dell,Netbook,11.6,1366x768,4.0,Intel HD Graphics 400,Chrome OS,15717.6,16GB Flash Storage,No additional storage,Intel Celeron
585,MSI,Gaming,17.3,Full HD 1920x1080,16.0,Nvidia GeForce GTX 980M,Windows 10,125154.72,128GB SSD,1TB HDD,Intel Core i7
586,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce GTX 1050,Windows 10,79813.44,256GB SSD,1TB HDD,Intel Core i7
587,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,12.0,Intel HD Graphics 520,Windows 10,89137.44,256GB SSD,No additional storage,Intel Core i7
588,Lenovo,Notebook,15.6,Touchscreen 1366x768,12.0,Intel HD Graphics 620,Windows 10,32447.52,1TB HDD,No additional storage,Intel Core i7
589,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1060,Windows 10,94305.6,128GB SSD,1TB HDD,Intel Core i5
590,Asus,2 in 1 Convertible,15.6,Touchscreen 1366x768,8.0,Intel HD Graphics 520,Windows 10,39373.92,1TB HDD,No additional storage,Intel Core i5
591,Lenovo,Notebook,15.6,Full HD 1920x1080,12.0,AMD Radeon 530,Windows 10,50562.72,512GB SSD,No additional storage,AMD A12-Series
592,Dell,2 in 1 Convertible,31.6,Touchscreen 1366x768,4.0,Intel HD Graphics 615,Windows 10,32127.84,128GB SSD,No additional storage,Intel Core M
593,Samsung,Notebook,15.6,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1050,Windows 10,90522.72,128GB SSD,1TB HDD,Intel Core i7
594,Lenovo,Notebook,17.3,Full HD 1920x1080,4.0,Intel HD Graphics 520,No OS,28185.12,500GB HDD,No additional storage,Intel Core i3
595,Lenovo,Notebook,15.6,1366x768,8.0,Intel HD Graphics 520,Windows 10,24455.52,1TB HDD,No additional storage,Intel Core i3
596,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 620,Windows 10,107892.0,512GB SSD,No additional storage,Intel Core i7
597,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 630,Windows 10,78534.72,256GB SSD,No additional storage,Intel Core i5
598,Dell,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 620,Windows 10,88977.6,256GB SSD,No additional storage,Intel Core i5
599,Dell,Workstation,15.6,Full HD / Touchscreen 1920x1080,8.0,Nvidia Quadro M620,Windows 10,93932.64,256GB SSD,No additional storage,Intel Core i7
600,HP,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,64948.32,256GB SSD,No additional storage,Intel Core i7
601,HP,Notebook,15.6,1366x768,4.0,Intel HD Graphics 620,Windows 10,35616.6144,500GB HDD,No additional storage,Intel Core i3
602,Acer,Notebook,14.0,Full HD 1920x1080,4.0,Intel HD Graphics 500,Windows 10,17529.12,32GB Flash Storage,No additional storage,Intel Celeron
603,MSI,Gaming,17.3,Full HD 1920x1080,16.0,Nvidia GeForce GTX 970M,Windows 10,117162.72,128GB SSD,1TB HDD,Intel Core i7
604,Dell,Notebook,15.6,1366x768,4.0,AMD Radeon R5 M420,Linux,24775.2,1TB HDD,No additional storage,Intel Core i3
605,MSI,Gaming,15.6,4K Ultra HD 3840x2160,16.0,Nvidia GeForce GTX 1060,Windows 10,122490.72,256GB SSD,2TB HDD,Intel Core i7
606,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,74538.72,256GB SSD,No additional storage,Intel Core i7
607,Lenovo,Notebook,15.6,Full HD 1920x1080,6.0,Intel HD Graphics 620,Windows 10,30049.92,1TB HDD,No additional storage,Intel Core i5
608,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 630,Windows 10,69210.72,256GB SSD,No additional storage,Intel Core i7
609,Acer,Notebook,14.0,1366x768,4.0,Intel HD Graphics 405,Windows 10,18594.72,128GB Flash Storage,No additional storage,Intel Pentium
610,Lenovo,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,32.0,Nvidia Quadro M2200M,Windows 10,261018.72,1TB SSD,No additional storage,Intel Xeon
611,Dell,Gaming,15.6,Full HD 1920x1080,16.0,Nvidia GeForce GTX 960<U+039C>,Windows 10,46833.6528,1TB HDD,No additional storage,Intel Core i7
612,Dell,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Linux,23650.992,1TB HDD,No additional storage,Intel Core i3
613,Dell,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Linux,19127.52,1TB HDD,No additional storage,Intel Core i3
614,Dell,Notebook,15.6,1366x768,4.0,Intel HD Graphics 620,Linux,46300.32,500GB HDD,No additional storage,Intel Core i5
615,Asus,Gaming,17.3,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,62231.04,128GB SSD,1TB HDD,Intel Core i7
617,HP,Ultrabook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,74005.92,512GB SSD,No additional storage,Intel Core i7
618,MSI,Gaming,15.6,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1070,Windows 10,120831.5808,256GB SSD,1TB HDD,Intel Core i7
619,Acer,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,4.0,Intel HD Graphics 400,Chrome OS,20193.12,32GB Flash Storage,No additional storage,Intel Celeron
620,HP,Notebook,14.0,1366x768,8.0,Intel HD Graphics 620,Windows 10,59886.72,256GB SSD,No additional storage,Intel Core i5
621,Lenovo,Notebook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 7,78055.2,256GB SSD,No additional storage,Intel Core i5
622,Dell,Notebook,15.6,Full HD 1920x1080,4.0,AMD Radeon 530,Windows 10,41345.28,1TB HDD,No additional storage,Intel Core i5
623,Fujitsu,Notebook,15.6,1366x768,8.0,Intel HD Graphics 620,Windows 10,42570.72,256GB SSD,No additional storage,Intel Core i5
624,HP,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Windows 7,49656.96,500GB HDD,No additional storage,Intel Core i5
626,Mediacom,Notebook,14.0,Full HD 1920x1080,2.0,Intel HD Graphics,Windows 10,12733.92,32GB Flash Storage,No additional storage,Intel Atom
627,Lenovo,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 620,No OS,24935.04,128GB SSD,No additional storage,Intel Core i5
628,Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,6.0,Intel HD Graphics 620,Windows 10,34046.4528,1TB HDD,No additional storage,Intel Core i5
630,Asus,Ultrabook,14.0,Full HD 1920x1080,16.0,Intel HD Graphics 620,Windows 10,101232.0,512GB SSD,No additional storage,Intel Core i7
631,Dell,Gaming,15.6,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1050 Ti,Windows 10,78801.12,256GB SSD,1TB HDD,Intel Core i7
632,Lenovo,Notebook,15.6,Full HD 1920x1080,4.0,Intel UHD Graphics 620,Windows 10,44169.12,256GB SSD,No additional storage,Intel Core i5
633,Lenovo,Notebook,15.6,Full HD 1920x1080,4.0,Nvidia GeForce 920MX ,Windows 10,30849.12,1TB HDD,No additional storage,Intel Core i3
634,Asus,Notebook,15.6,1366x768,8.0,Intel HD Graphics 500,Windows 10,21258.72,1TB HDD,No additional storage,Intel Celeron
635,Asus,Notebook,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,48304.7136,1TB HDD,No additional storage,Intel Core i5
636,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,8.0,Intel UHD Graphics 620,Windows 10,99580.32,256GB SSD,No additional storage,Intel Core i5
637,Lenovo,Notebook,14.0,1366x768,2.0,Intel HD Graphics 400,Windows 10,13266.72,32GB Flash Storage,No additional storage,Intel Celeron
638,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 620,Windows 10,93635.3376,256GB SSD,No additional storage,Intel Core i7
639,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,16.0,Nvidia GeForce GTX 1050,Windows 10,127818.72,1TB SSD,No additional storage,Intel Core i7
640,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050M,Windows 10,59087.52,128GB SSD,1TB HDD,Intel Core i7
641,HP,Notebook,17.0,1600x900,8.0,AMD Radeon R5,Windows 10,27753.552,1TB HDD,No additional storage,AMD A9-Series
642,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,16.0,Intel HD Graphics 620,Windows 10,130536.0,512GB SSD,No additional storage,Intel Core i7
643,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050 Ti,No OS,62284.32,1TB HDD,No additional storage,Intel Core i7
644,Acer,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Windows 10,23976.0,500GB HDD,No additional storage,Intel Core i3
645,Lenovo,Notebook,14.0,1366x768,4.0,Intel HD Graphics,Windows 10,14598.72,32GB Flash Storage,No additional storage,Intel Celeron
646,Acer,Ultrabook,14.0,IPS Panel Full HD 1920x1080,8.0,Intel Graphics 620,Windows 10,48964.32,256GB SSD,No additional storage,Intel Core i5
647,Razer,Gaming,14.0,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1060,Windows 10,138474.72,256GB SSD,No additional storage,Intel Core i7
648,Toshiba,Notebook,13.3,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,64628.64,256GB SSD,No additional storage,Intel Core i5
649,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,84395.52,256GB SSD,No additional storage,Intel Core i7
650,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,32.0,Nvidia GeForce GTX 1080,Windows 10,149130.72,512GB SSD,No additional storage,Intel Core i7
651,Acer,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Linux,37775.52,1TB HDD,No additional storage,Intel Core i5
652,Dell,Ultrabook,13.3,Full HD 1920x1080,8.0,Intel UHD Graphics 620,Windows 10,77250.672,256GB SSD,No additional storage,Intel Core i5
653,MSI,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050 Ti,Windows 10,63499.104,128GB SSD,1TB HDD,Intel Core i7
654,HP,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,No OS,19441.872,500GB HDD,No additional storage,Intel Core i3
655,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,56689.92,500GB HDD,No additional storage,Intel Core i5
656,Dell,Notebook,15.6,Full HD 1920x1080,8.0,AMD Radeon 530,Windows 10,48964.32,256GB SSD,No additional storage,Intel Core i7
657,Dell,Notebook,15.6,Full HD 1920x1080,16.0,AMD Radeon 530,Windows 10,60472.8,256GB SSD,2TB HDD,Intel Core i7
658,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 960,Windows 10,63722.88,128GB SSD,1TB HDD,Intel Core i7
659,Dell,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,32.0,Nvidia GeForce GTX 1070,Windows 10,167691.8736,512GB SSD,1TB HDD,Intel Core i7
660,Dell,Notebook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,65481.12,256GB SSD,No additional storage,Intel Core i5
661,Lenovo,Notebook,15.6,1366x768,4.0,Intel HD Graphics 500,Windows 10,22324.32,500GB HDD,No additional storage,Intel Celeron
662,Lenovo,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 520,Windows 10,28504.8,500GB HDD,No additional storage,Intel Core i5
663,HP,Notebook,15.6,1920x1080,6.0,AMD Radeon R5 M430,Windows 10,28717.92,1TB HDD,No additional storage,Intel Core i3
664,MSI,Gaming,17.3,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1060,Windows 10,79215.1056,128GB SSD,1TB HDD,Intel Core i7
665,Toshiba,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Windows 10,26533.44,128GB SSD,No additional storage,Intel Core i3
667,HP,Notebook,15.6,Full HD 1920x1080,8.0,AMD Radeon 530,Windows 10,39693.6,1TB HDD,No additional storage,Intel Core i7
668,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,67026.24,256GB SSD,No additional storage,Intel Core i5
669,Acer,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Linux,21951.36,128GB SSD,No additional storage,Intel Core i3
670,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,8.0,Intel Iris Plus Graphics 640,Windows 10 S,99519.048,256GB SSD,No additional storage,Intel Core i7
671,Lenovo,Notebook,15.6,Full HD 1920x1080,8.0,AMD Radeon R5 M430,Windows 10,43580.376,128GB SSD,1TB HDD,Intel Core i5
672,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 620,Windows 10,55091.52,256GB SSD,No additional storage,Intel Core i5
673,Lenovo,Notebook,35.6,1366x768,4.0,AMD Radeon R2 Graphics,Windows 10,18594.72,128GB SSD,No additional storage,AMD E-Series
674,HP,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,4.0,Nvidia GeForce 940MX,Windows 10,37242.72,128GB SSD,No additional storage,Intel Core i3
675,MSI,Gaming,15.6,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1050,Windows 10,68944.32,256GB SSD,1TB HDD,Intel Core i7
676,Asus,Ultrabook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,60472.8,256GB SSD,No additional storage,Intel Core i5
677,HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,8.0,Intel HD Graphics 500,Chrome OS,26373.6,64GB Flash Storage,No additional storage,Intel Celeron
678,LG,Ultrabook,15.6,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,122490.72,512GB SSD,No additional storage,Intel Core i7
679,Acer,Gaming,15.6,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1050 Ti,Windows 10,69210.72,256GB SSD,No additional storage,Intel Core i5
680,MSI,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,53168.112,256GB SSD,No additional storage,Intel Core i5
681,Asus,Notebook,15.6,1366x768,4.0,Intel HD Graphics 500,Windows 10,22324.32,128GB SSD,No additional storage,Intel Celeron
682,Dell,Gaming,15.6,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1060,Windows 10,109277.28,128GB SSD,1TB HDD,Intel Core i5
683,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,4.0,AMD Radeon R5 520,Windows 10,37242.72,256GB SSD,No additional storage,Intel Core i3
684,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel UHD Graphics 620,Windows 10,79866.72,512GB SSD,No additional storage,Intel Core i7
685,Dell,Gaming,15.6,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1070,Windows 10,149916.6,256GB SSD,1TB HDD,Intel Core i7
686,HP,Notebook,15.6,1366x768,4.0,AMD Radeon 520,Windows 10,32639.8608,500GB HDD,No additional storage,Intel Core i5
687,Dell,Notebook,15.6,1366x768,4.0,AMD Radeon R5 M430,Windows 10,29073.2976,1TB HDD,No additional storage,Intel Core i3
688,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,6.0,AMD Radeon R7 M440,Windows 10,30316.32,2TB HDD,No additional storage,AMD A10-Series
689,Lenovo,Notebook,15.6,1366x768,4.0,Intel HD Graphics 510,Windows 10,16943.04,500GB HDD,No additional storage,Intel Celeron
690,Acer,Notebook,14.0,1366x768,4.0,Intel HD Graphics 510,Chrome OS,19980.0,32GB Flash Storage,No additional storage,Intel Celeron
691,Lenovo,Notebook,14.0,Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,37242.72,256GB SSD,No additional storage,Intel Core i5
692,HP,Workstation,17.3,Full HD 1920x1080,8.0,Nvidia Quadro M1200,Windows 10,101657.7072,500GB HDD,No additional storage,Intel Core i7
693,Lenovo,2 in 1 Convertible,14.0,Touchscreen 2560x1440,8.0,Intel HD Graphics 620,Windows 10,137995.2,256GB SSD,No additional storage,Intel Core i7
694,Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,51841.44,256GB SSD,No additional storage,Intel Core i5
695,Acer,Netbook,11.6,1366x768,4.0,Intel HD Graphics,Windows 10,14332.32,32GB Flash Storage,No additional storage,Intel Celeron
696,Lenovo,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,16.0,Intel HD Graphics 620,Windows 10,93186.72,512GB SSD,No additional storage,Intel Core i7
697,Asus,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,4.0,Intel HD Graphics 515,Chrome OS,35644.32,64GB Flash Storage,No additional storage,Intel Core M
698,Toshiba,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,16.0,Intel HD Graphics 520,Windows 10,100006.56,512GB SSD,No additional storage,Intel Core i7
700,Dell,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,43636.32,1TB HDD,No additional storage,Intel Core i5
701,Lenovo,Notebook,15.6,Full HD 1920x1080,4.0,AMD Radeon 530,Windows 10,21258.72,256GB SSD,No additional storage,AMD A9-Series
702,Lenovo,Notebook,15.6,1366x768,8.0,AMD Radeon R7,Windows 10,22857.12,1TB HDD,No additional storage,AMD A12-Series
703,Lenovo,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,33110.856,1TB HDD,1TB HDD,Intel Core i5
704,Lenovo,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,No OS,23976.0,500GB HDD,No additional storage,Intel Core i3
705,Dell,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,42357.6,256GB SSD,No additional storage,Intel Core i5
706,Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,1.0,Intel UHD Graphics 620,Windows 10,53226.72,256GB SSD,No additional storage,Intel Core i5
707,Lenovo,Workstation,15.6,Full HD 1920x1080,16.0,Nvidia Quadro M520M,Windows 7,98834.4,512GB SSD,No additional storage,Intel Core i7
708,Lenovo,Notebook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,63456.48,256GB SSD,No additional storage,Intel Core i5
709,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,6.0,AMD Radeon 530,Windows 10,34898.9328,2TB HDD,No additional storage,AMD A10-Series
710,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050 Ti,Windows 10,66546.72,128GB SSD,1TB HDD,Intel Core i7
711,Dell,Notebook,14.0,Full HD 1920x1080,8.0,Nvidia GeForce 930MX,Linux,58021.92,256GB SSD,No additional storage,Intel Core i5
712,Dell,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 620,Linux,38681.28,1TB HDD,No additional storage,Intel Core i5
713,Asus,Notebook,14.0,Full HD 1920x1080,4.0,Intel HD Graphics 500,Windows 10,15877.44,32GB Flash Storage,No additional storage,Intel Celeron
714,Dell,Notebook,15.6,Full HD 1920x1080,16.0,Intel HD Graphics 620,Windows 10,76012.4448,512GB SSD,No additional storage,Intel Core i5
715,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce 920MX,Windows 10,45664.6896,256GB SSD,No additional storage,Intel Core i5
716,Dell,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,62817.12,256GB SSD,No additional storage,Intel Core i5
717,Lenovo,Notebook,15.6,1366x768,4.0,AMD Radeon R4,Windows 10,15877.44,500GB HDD,No additional storage,AMD A6-Series
718,Mediacom,Notebook,14.0,IPS Panel Full HD 1920x1200,4.0,Intel HD Graphics 400,Windows 10,14119.2,32GB HDD,No additional storage,Intel Atom
719,HP,Notebook,17.3,Full HD 1920x1080,8.0,Nvidia GeForce 930MX,Windows 10,63936.0,256GB SSD,No additional storage,Intel Core i7
720,Lenovo,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,64.0,Intel HD Graphics 520,Windows 10,89864.1792,512GB SSD,No additional storage,Intel Core i7
721,HP,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,8.0,Intel HD Graphics 620,Windows 10,44574.048,256GB SSD,No additional storage,Intel Core i5
722,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,79866.72,256GB SSD,No additional storage,Intel Core i5
723,Dell,Gaming,17.3,4K Ultra HD 3840x2160,32.0,Nvidia GeForce GTX 1070,Windows 10,194972.832,1TB SSD,1TB HDD,Intel Core i7
724,MSI,Gaming,17.3,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050 Ti,Windows 10,71847.0144,128GB SSD,1TB HDD,Intel Core i7
725,Lenovo,Notebook,15.6,1366x768,4.0,Intel HD Graphics 620,No OS,26101.872,1TB HDD,No additional storage,Intel Core i5
727,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,4.0,Intel HD Graphics 620,Windows 10,34578.72,1TB HDD,No additional storage,Intel Core i3
728,Dell,Notebook,15.6,1366x768,8.0,AMD Radeon R7 M445,Linux,31409.6256,1TB HDD,No additional storage,Intel Core i5
729,HP,Notebook,15.6,Full HD 1920x1080,4.0,AMD Radeon 520,Windows 10,26053.92,1TB HDD,No additional storage,AMD A9-Series
730,Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce GTX 1060,Windows 10,103096.8,128GB SSD,1TB HDD,Intel Core i7
